,FTR,HTGD,ATGD,HTP,ATP,HM1,AM1,HM2,AM2,HM3,AM3
1576,D,-0.5,0.3333333333333333,1.1666666666666667,1.0,L,L,W,W,D,D
1577,H,-0.6666666666666666,-0.5,0.6666666666666666,0.6666666666666666,L,D,D,L,L,L
1578,NH,0.16666666666666666,-0.5,1.6666666666666667,0.6666666666666666,W,W,W,L,L,L
1579,H,0.16666666666666666,0.5,1.3333333333333333,1.6666666666666667,W,D,D,L,W,W
1580,D,0.2857142857142857,-0.5714285714285714,1.0,0.42857142857142855,D,D,L,D,W,D
1581,H,1.1428571428571428,0.42857142857142855,1.8571428571428572,1.5714285714285714,L,W,W,W,W,D
1582,D,-0.8571428571428571,-0.42857142857142855,0.2857142857142857,1.1428571428571428,D,D,D,L,L,W
1583,NH,-0.14285714285714285,0.14285714285714285,0.8571428571428571,1.4285714285714286,D,L,W,D,L,L
1584,NH,-0.14285714285714285,0.2857142857142857,1.0,1.1428571428571428,W,D,W,D,L,W
1585,D,0.42857142857142855,-0.14285714285714285,1.8571428571428572,1.1428571428571428,W,D,W,L,L,D
1586,H,-0.14285714285714285,1.0,0.8571428571428571,2.0,D,D,D,D,L,W
1587,H,0.0,-0.42857142857142855,1.1428571428571428,1.0,D,W,D,L,W,D
1588,D,0.8571428571428571,-0.14285714285714285,2.142857142857143,1.4285714285714286,W,L,L,W,W,W
1589,D,-0.5714285714285714,-1.0,0.5714285714285714,0.2857142857142857,L,L,D,L,L,L
1590,NH,0.375,1.125,1.625,2.0,W,W,L,L,D,W
1591,D,0.625,0.375,1.75,1.75,L,D,D,W,D,W
1592,H,-0.5,-0.25,0.5,0.875,D,L,D,W,D,W
1593,NH,0.375,0.25,1.375,1.0,W,D,D,D,D,L
1594,D,-0.125,0.75,1.125,2.0,D,D,D,W,L,L
1595,NH,-0.875,0.125,0.375,1.125,D,W,L,D,L,D
1596,H,-0.375,0.125,1.125,1.375,D,W,D,D,L,D
1597,H,-0.5,-0.375,0.875,0.75,L,L,W,D,L,W
1598,H,-0.125,-0.5,1.375,0.625,D,D,L,L,W,D
1599,NH,0.25,-0.75,1.375,0.375,L,D,W,D,W,D
1600,H,1.5555555555555556,-0.3333333333333333,2.111111111111111,0.7777777777777778,W,W,W,D,L,D
1601,H,0.6666666666666666,-0.4444444444444444,1.8888888888888888,0.6666666666666666,D,L,D,L,W,D
1602,H,-0.4444444444444444,0.0,0.6666666666666666,1.5555555555555556,W,W,D,D,D,L
1603,H,0.3333333333333333,-0.1111111111111111,1.2222222222222223,1.1111111111111112,W,D,D,D,D,D
1604,H,-0.3333333333333333,-0.2222222222222222,0.7777777777777778,1.4444444444444444,L,L,L,W,W,L
1605,NH,0.2222222222222222,-0.2222222222222222,1.2222222222222223,1.3333333333333333,L,W,W,D,D,D
1606,NH,0.3333333333333333,-0.3333333333333333,1.6666666666666667,1.1111111111111112,D,W,D,L,W,W
1607,H,0.2222222222222222,0.0,1.3333333333333333,1.2222222222222223,W,L,W,L,D,W
1608,NH,0.0,-0.8888888888888888,1.2222222222222223,0.3333333333333333,L,L,W,D,D,L
1609,NH,-0.5555555555555556,0.5555555555555556,0.5555555555555556,1.6666666666666667,L,D,D,L,L,D
1610,H,-0.7,-0.6,0.6,0.5,L,L,L,L,L,D
1611,NH,-0.4,0.1,0.7,1.1,L,L,W,L,D,W
1612,H,-0.3,0.2,1.3,1.5,L,L,L,D,W,D
1613,H,0.6,0.9,1.8,2.0,W,W,D,D,L,D
1614,NH,-0.3,-0.2,1.0,1.0,L,W,D,L,D,L
1615,H,-0.7,-0.2,0.6,0.9,W,W,L,W,D,D
1616,D,-0.2,-0.1,1.3,1.5,W,W,W,W,L,D
1617,H,-0.2,0.5,1.4,1.4,L,W,W,W,D,D
1618,H,-0.1,-0.1,1.1,1.1,L,L,L,L,L,W
1619,H,1.5,0.3,2.2,1.5,W,W,W,W,W,W
1620,NH,0.9090909090909091,-0.18181818181818182,1.9090909090909092,1.2727272727272727,W,D,W,W,D,W
1621,H,-0.09090909090909091,0.0,1.4545454545454546,1.5454545454545454,D,W,W,L,W,W
1622,H,-0.09090909090909091,-0.2727272727272727,1.1818181818181819,0.8181818181818182,W,L,W,W,L,W
1623,D,0.18181818181818182,0.0,1.2727272727272727,1.2727272727272727,W,W,L,L,L,L
1624,H,0.09090909090909091,-0.45454545454545453,1.3636363636363635,0.6363636363636364,L,L,L,L,D,W
1625,NH,-0.5454545454545454,1.5454545454545454,0.8181818181818182,2.272727272727273,W,W,W,W,L,W
1626,D,0.09090909090909091,-0.18181818181818182,1.3636363636363635,1.4545454545454546,L,W,W,L,W,L
1627,H,-0.18181818181818182,-0.5454545454545454,1.0,0.8181818181818182,L,W,L,L,L,L
1628,D,0.45454545454545453,0.2727272727272727,1.8181818181818181,1.2727272727272727,L,L,W,W,D,W
1629,D,-0.6363636363636364,-0.36363636363636365,0.45454545454545453,0.9090909090909091,L,L,L,L,L,D
1630,NH,-0.5,0.75,0.75,1.75,L,L,L,W,W,W
1631,D,-0.5833333333333334,-0.08333333333333333,0.5833333333333334,1.4166666666666667,L,W,L,D,L,W
1632,H,0.25,-0.6666666666666666,1.25,0.75,D,L,L,W,W,W
1633,H,-0.5833333333333334,0.08333333333333333,0.75,1.3333333333333333,L,D,W,L,L,W
1634,H,0.16666666666666666,0.4166666666666667,1.3333333333333333,1.75,W,D,W,L,W,W
1635,H,-0.16666666666666666,-0.5833333333333334,1.4166666666666667,0.5,D,D,W,L,L,L
1636,D,1.5833333333333333,-0.08333333333333333,2.3333333333333335,1.1666666666666667,W,W,W,L,W,L
1637,NH,-0.3333333333333333,0.08333333333333333,0.9166666666666666,1.5833333333333333,D,W,L,D,L,W
1638,H,-0.16666666666666666,0.16666666666666666,1.4166666666666667,1.25,L,D,W,W,L,L
1639,NH,0.0,0.25,1.25,1.5,D,W,W,L,L,L
1640,NH,-0.38461538461538464,1.4615384615384615,0.9230769230769231,2.230769230769231,W,D,L,W,W,W
1641,NH,0.3076923076923077,0.0,1.6153846153846154,1.5384615384615385,W,W,W,L,L,W
1642,H,0.9230769230769231,-0.07692307692307693,1.8461538461538463,1.1538461538461537,W,L,L,D,W,W
1643,H,-0.6923076923076923,0.0,0.6923076923076923,1.5384615384615385,L,W,L,D,W,W
1644,H,0.15384615384615385,0.3076923076923077,1.6923076923076923,1.4615384615384615,W,W,W,W,D,W
1645,D,-0.07692307692307693,-0.38461538461538464,1.3846153846153846,0.8461538461538461,D,L,W,D,D,L
1646,D,-0.07692307692307693,-0.5384615384615384,1.2307692307692308,0.6153846153846154,L,D,D,L,L,L
1647,H,-0.07692307692307693,0.3076923076923077,1.1538461538461537,1.3846153846153846,D,W,W,D,L,L
1648,H,0.23076923076923078,0.0,1.6153846153846154,1.1538461538461537,L,L,D,D,L,W
1649,NH,-0.6923076923076923,-0.6923076923076923,0.46153846153846156,0.6923076923076923,L,L,D,L,L,L
1650,H,-0.07142857142857142,0.2857142857142857,1.4285714285714286,1.7142857142857142,L,W,W,L,D,D
1651,H,-0.14285714285714285,-0.5714285714285714,1.0714285714285714,0.8571428571428571,L,W,L,L,D,L
1652,NH,-0.5,0.07142857142857142,0.8571428571428571,1.2857142857142858,W,W,L,D,L,W
1653,H,0.14285714285714285,-0.7857142857142857,1.2857142857142858,0.42857142857142855,L,L,W,L,D,D
1654,H,0.21428571428571427,0.9285714285714286,1.3571428571428572,1.9285714285714286,L,W,W,W,W,L
1655,NH,-0.5,0.21428571428571427,0.6428571428571429,1.7857142857142858,D,W,D,W,L,W
1656,H,-0.07142857142857142,-0.07142857142857142,1.0714285714285714,1.2142857142857142,L,D,L,L,D,D
1657,H,1.5,0.21428571428571427,2.2857142857142856,1.5,W,L,D,W,W,W
1658,D,-0.35714285714285715,-0.5,0.8571428571428571,0.8571428571428571,D,L,L,W,D,L
1659,D,0.07142857142857142,-0.07142857142857142,1.6428571428571428,1.3571428571428572,W,D,W,D,L,W
1660,H,0.7333333333333333,1.4666666666666666,1.8,2.3333333333333335,L,W,W,W,W,D
1661,H,0.3333333333333333,0.06666666666666667,1.8666666666666667,1.6,W,L,W,W,W,L
1662,H,-0.4666666666666667,0.0,0.8666666666666667,1.2,D,W,L,L,W,L
1663,H,0.13333333333333333,-0.5333333333333333,1.4,0.8,L,L,L,W,W,L
1664,D,0.13333333333333333,0.06666666666666667,1.5333333333333334,1.6,W,D,L,W,W,W
1665,NH,-0.6666666666666666,0.0,0.8,1.2,L,W,W,L,L,L
1666,H,-0.06666666666666667,0.2,1.3333333333333333,1.4,D,W,D,L,D,W
1667,H,-0.13333333333333333,0.3333333333333333,1.1333333333333333,1.4666666666666666,L,W,D,L,L,W
1668,H,0.13333333333333333,-0.3333333333333333,1.4,0.8666666666666667,W,D,W,D,D,L
1669,H,-0.8,-0.6,0.4,0.6,L,L,L,D,L,D
1670,H,0.125,0.75,1.3125,1.875,L,W,W,L,L,W
1671,D,0.25,0.0,1.375,1.4375,L,W,W,D,L,D
1672,D,-0.625,1.3125,0.75,2.1875,L,L,L,W,W,W
1673,NH,-0.625,-0.75,0.5625,0.75,L,L,L,L,D,W
1674,H,0.125,0.25,1.3125,1.5,W,W,W,L,L,L
1675,H,-0.375,0.125,0.8125,1.5,L,D,D,W,D,L
1676,NH,0.5,-0.0625,1.9375,1.25,W,W,W,L,W,D
1677,H,0.0625,-0.375,1.5625,1.0,D,W,D,D,W,L
1678,D,-0.125,0.1875,1.5,1.5,L,W,L,W,W,W
1679,H,-0.6875,-0.0625,0.5625,1.125,W,L,L,W,L,L
1680,H,1.2352941176470589,-0.29411764705882354,2.1176470588235294,0.9411764705882353,D,W,L,L,W,D
1681,NH,0.5882352941176471,-0.6470588235294118,1.7647058823529411,0.5294117647058824,L,L,W,L,L,L
1682,H,-0.6470588235294118,-0.11764705882352941,0.8823529411764706,1.4705882352941178,W,D,L,L,L,L
1683,H,0.0,0.17647058823529413,1.411764705882353,1.411764705882353,D,W,W,W,D,W
1684,H,0.058823529411764705,-0.5882352941176471,1.3529411764705883,0.7058823529411765,W,W,W,W,L,L
1685,H,0.17647058823529413,0.11764705882352941,1.4705882352941178,1.6470588235294117,D,W,W,D,W,D
1686,NH,-0.5882352941176471,0.0,0.7647058823529411,1.411764705882353,D,D,L,W,L,D
1687,H,0.23529411764705882,-0.11764705882352941,1.411764705882353,1.0588235294117647,W,L,L,L,W,W
1688,D,0.23529411764705882,0.17647058823529413,1.3529411764705883,1.4705882352941178,D,D,L,W,W,W
1689,H,-0.6470588235294118,-0.4117647058823529,0.5294117647058824,0.9411764705882353,L,L,L,W,L,D
1690,NH,0.05555555555555555,1.2222222222222223,1.3333333333333333,2.1666666666666665,L,W,W,D,W,L
1691,H,-0.3333333333333333,-0.5,0.8888888888888888,1.0,L,W,W,W,L,L
1692,H,0.5,-0.1111111111111111,1.8888888888888888,1.3333333333333333,W,L,L,L,W,D
1693,NH,0.0,0.5,1.5555555555555556,1.6666666666666667,L,L,W,L,D,W
1694,D,-0.2222222222222222,0.1111111111111111,1.3888888888888888,1.4444444444444444,L,W,D,W,L,W
1695,NH,-0.6111111111111112,0.3888888888888889,0.6666666666666666,1.5,L,W,W,L,W,W
1696,H,1.2222222222222223,-0.6111111111111112,2.1666666666666665,0.6666666666666666,W,L,D,W,L,W
1697,H,0.2777777777777778,0.05555555555555555,1.5555555555555556,1.3333333333333333,W,L,D,W,W,W
1698,NH,-0.4444444444444444,0.2222222222222222,0.8888888888888888,1.3333333333333333,L,D,L,D,W,L
1699,H,0.3888888888888889,0.3333333333333333,1.5,1.5,W,W,L,W,W,L
1700,H,0.0,-0.47368421052631576,1.4210526315789473,0.7894736842105263,W,W,L,W,L,L
1701,NH,0.5263157894736842,0.631578947368421,1.736842105263158,1.9473684210526316,W,W,L,W,L,L
1702,H,-0.631578947368421,-0.05263157894736842,0.9473684210526315,1.4736842105263157,L,L,W,L,W,W
1703,H,0.21052631578947367,-0.21052631578947367,1.5789473684210527,1.368421052631579,W,D,W,L,D,D
1704,H,0.10526315789473684,-0.6842105263157895,1.4210526315789473,0.6842105263157895,D,L,W,L,W,D
1705,D,-0.21052631578947367,-0.15789473684210525,1.0,1.0,D,W,L,L,L,W
1706,D,0.2631578947368421,1.2105263157894737,1.4210526315789473,2.210526315789474,L,W,W,W,W,D
1707,H,0.2631578947368421,-0.631578947368421,1.4210526315789473,0.9473684210526315,W,L,D,W,D,W
1708,H,-0.6842105263157895,-0.15789473684210525,0.6842105263157895,1.0,L,W,L,L,D,W
1709,H,0.0,0.5263157894736842,1.263157894736842,1.736842105263158,L,W,L,L,W,L
1710,NH,0.35,-0.4,1.5,0.95,L,W,W,L,W,L
1711,H,0.8,-0.8,2.0,0.6,W,L,W,L,W,L
1712,D,0.25,0.15,1.65,1.5,W,W,W,D,W,W
1713,D,-0.1,-0.2,1.4,1.0,L,D,L,D,L,L
1714,H,0.3,-0.15,1.6,1.35,W,L,D,W,W,L
1715,D,-0.25,-0.55,1.3,0.75,L,L,D,W,L,W
1716,D,-0.4,-0.5,0.95,0.8,W,W,L,L,L,L
1717,D,-0.15,0.25,1.35,1.4,L,D,W,L,L,W
1718,H,-0.55,-0.1,0.75,1.4,L,L,W,L,W,L
1719,NH,0.35,0.3,1.65,1.6,L,W,W,D,L,W
1720,H,-0.38095238095238093,0.23809523809523808,0.9523809523809523,1.380952380952381,D,D,W,D,L,L
1721,H,-0.14285714285714285,-0.47619047619047616,1.3333333333333333,0.8095238095238095,D,D,L,W,W,L
1722,H,1.1428571428571428,0.6666666666666666,2.1904761904761907,1.9047619047619047,D,L,W,W,W,W
1723,D,-0.2857142857142857,0.0,0.9523809523809523,1.2857142857142858,L,W,D,L,W,L
1724,NH,-0.6666666666666666,0.23809523809523808,1.0,1.619047619047619,L,D,W,W,L,W
1725,H,0.14285714285714285,0.19047619047619047,1.4761904761904763,1.4285714285714286,D,L,W,L,D,W
1726,D,-0.9523809523809523,0.38095238095238093,0.5714285714285714,1.4761904761904763,L,D,L,W,L,W
1727,NH,-0.23809523809523808,-0.23809523809523808,0.9523809523809523,1.2857142857142858,L,D,D,L,D,D
1728,H,0.23809523809523808,0.14285714285714285,1.380952380952381,1.4761904761904763,D,D,D,W,L,D
1729,D,0.23809523809523808,-0.14285714285714285,1.619047619047619,1.3333333333333333,D,D,W,L,W,W
1730,D,0.36363636363636365,0.18181818181818182,1.4545454545454546,1.4090909090909092,D,D,D,L,W,L
1731,D,-0.36363636363636365,-0.22727272727272727,0.8636363636363636,0.9545454545454546,W,D,D,L,L,D
1732,D,0.0,-0.3181818181818182,1.2727272727272727,1.0454545454545454,D,W,W,D,L,W
1733,D,0.22727272727272727,-0.2727272727272727,1.5,0.9545454545454546,L,D,L,L,L,D
1734,D,0.6363636363636364,-0.7272727272727273,1.8636363636363635,0.9545454545454546,D,L,L,L,W,W
1735,H,0.45454545454545453,-0.9090909090909091,1.7272727272727273,0.5909090909090909,W,D,W,L,W,L
1736,H,-0.18181818181818182,-0.5454545454545454,1.3636363636363635,0.7727272727272727,W,L,D,D,L,W
1737,D,-0.7272727272727273,0.22727272727272727,0.9545454545454546,1.5,L,L,L,L,W,L
1738,H,0.2727272727272727,-0.22727272727272727,1.5454545454545454,1.3181818181818181,W,L,D,D,W,L
1739,H,-0.5454545454545454,0.18181818181818182,0.7727272727272727,1.3181818181818181,L,L,D,D,W,D
1740,D,-0.30434782608695654,0.6086956521739131,1.0434782608695652,1.826086956521739,D,D,W,D,D,L
1741,NH,0.13043478260869565,0.4782608695652174,1.3478260869565217,1.7826086956521738,L,W,D,W,L,W
1742,H,-0.043478260869565216,0.0,1.391304347826087,1.2608695652173914,D,D,W,D,D,W
1743,H,1.2608695652173914,0.21739130434782608,2.260869565217391,1.391304347826087,W,L,W,D,D,D
1744,NH,-0.2608695652173913,-0.34782608695652173,0.9565217391304348,0.8695652173913043,D,D,D,W,L,D
1745,NH,-0.9130434782608695,-0.08695652173913043,0.5652173913043478,1.434782608695652,L,W,D,W,L,D
1746,H,-0.13043478260869565,0.30434782608695654,1.0434782608695652,1.6521739130434783,W,D,D,W,L,D
1747,D,-0.2608695652173913,1.2608695652173914,1.2608695652173914,2.260869565217391,L,W,L,W,D,D
1748,H,0.6086956521739131,-0.13043478260869565,1.826086956521739,1.0434782608695652,D,W,D,D,L,L
1749,H,0.4782608695652174,0.17391304347826086,1.7826086956521738,1.4782608695652173,W,L,W,W,W,D
1750,H,-0.041666666666666664,0.041666666666666664,1.5,1.2916666666666667,W,L,W,L,W,D
1751,H,0.2916666666666667,0.20833333333333334,1.4583333333333333,1.3333333333333333,W,L,L,W,D,L
1752,D,-0.2916666666666667,-0.5416666666666666,0.9583333333333334,0.8333333333333334,W,W,D,L,W,L
1753,NH,-0.041666666666666664,-0.9166666666666666,1.2083333333333333,0.5416666666666666,L,L,D,L,D,D
1754,H,0.20833333333333334,0.0,1.4583333333333333,1.4583333333333333,D,W,D,D,L,W
1755,NH,-0.6666666666666666,-0.2916666666666667,0.9583333333333334,1.0416666666666667,D,D,D,D,L,W
1756,D,0.20833333333333334,1.2083333333333333,1.5833333333333333,2.2083333333333335,L,D,D,W,W,W
1757,NH,-0.25,-0.2916666666666667,1.25,0.9166666666666666,D,L,L,D,L,D
1758,H,0.0,-0.16666666666666666,1.4583333333333333,1.0,W,L,D,W,W,D
1759,D,1.2083333333333333,-0.041666666666666664,2.2083333333333335,1.5,D,W,W,W,W,W
1760,NH,-0.52,-0.08,0.84,1.16,D,L,W,L,L,D
1761,NH,0.12,0.68,1.28,1.92,L,W,L,W,W,D
1762,NH,-0.24,0.24,1.12,1.52,W,W,D,D,D,D
1763,H,0.36,-0.32,1.52,1.2,W,L,W,D,L,L
1764,H,0.08,-0.68,1.36,0.92,W,L,L,D,L,D
1765,H,0.08,-0.2,1.48,1.0,L,W,W,L,L,D
1766,H,0.6,-0.28,1.88,0.96,W,D,W,W,W,D
1767,D,-0.84,0.2,0.64,1.56,W,D,L,L,L,D
1768,NH,0.08,0.68,1.36,1.92,W,W,L,W,L,D
1769,H,-0.28,0.36,0.96,1.52,L,W,L,W,W,L
1770,H,-0.3076923076923077,0.038461538461538464,0.9230769230769231,1.2307692307692308,L,L,D,L,W,L
1771,D,-0.2692307692307692,0.038461538461538464,0.9615384615384616,1.3076923076923077,L,L,W,W,L,L
1772,H,-0.038461538461538464,0.3076923076923077,1.2307692307692308,1.4615384615384615,W,L,L,W,L,W
1773,NH,0.07692307692307693,-0.2692307692307692,1.4615384615384615,1.0769230769230769,W,L,L,W,W,D
1774,NH,0.2692307692307692,0.15384615384615385,1.5769230769230769,1.5384615384615385,W,W,W,L,D,W
1775,NH,-0.6923076923076923,-0.8076923076923077,0.8846153846153846,0.6538461538461539,L,D,L,W,D,L
1776,H,0.6923076923076923,-0.5384615384615384,1.9615384615384615,0.8076923076923077,W,L,W,D,W,W
1777,D,0.19230769230769232,0.6153846153846154,1.5384615384615385,1.9230769230769231,D,W,D,W,L,W
1778,H,-0.38461538461538464,0.038461538461538464,1.1538461538461537,1.5384615384615385,L,D,L,W,D,W
1779,NH,-0.23076923076923078,1.1153846153846154,1.0384615384615385,2.1153846153846154,W,D,L,D,L,D
1780,NH,0.037037037037037035,0.18518518518518517,1.2962962962962963,1.5185185185185186,D,L,L,W,W,W
1781,D,0.5925925925925926,0.7407407407407407,1.8888888888888888,2.0,D,W,W,W,W,W
1782,D,-0.5925925925925926,-0.25925925925925924,0.7777777777777778,1.0,L,L,L,W,D,L
1783,H,-0.1111111111111111,0.0,1.1851851851851851,1.2962962962962963,L,W,L,W,L,L
1784,H,-0.2222222222222222,0.18518518518518517,1.1481481481481481,1.5185185185185186,W,D,L,D,W,D
1785,D,0.25925925925925924,-0.14814814814814814,1.4074074074074074,1.0,L,W,L,L,W,D
1786,D,1.1111111111111112,0.037037037037037035,2.1481481481481484,1.4074074074074074,W,L,D,W,D,L
1787,H,0.2222222222222222,-0.7037037037037037,1.5925925925925926,0.8518518518518519,W,L,W,L,L,L
1788,H,0.0,-0.25925925925925924,1.4814814814814814,0.9629629629629629,L,D,D,L,W,W
1789,D,-0.7407407407407407,-0.3333333333333333,0.7407407407407407,1.2222222222222223,W,W,D,L,W,L
1790,H,-0.14285714285714285,1.0714285714285714,1.0,2.107142857142857,D,D,W,W,L,D
1791,NH,0.14285714285714285,0.0,1.4642857142857142,1.25,L,L,D,D,D,L
1792,D,-0.17857142857142858,0.03571428571428571,1.2142857142857142,1.5357142857142858,W,W,W,L,L,D
1793,H,0.03571428571428571,0.25,1.3928571428571428,1.3928571428571428,D,D,L,L,W,L
1794,D,0.21428571428571427,-0.7142857142857143,1.5714285714285714,0.75,W,D,L,W,W,D
1795,NH,-0.2857142857142857,-0.07142857142857142,0.9285714285714286,1.25,L,W,D,L,L,L
1796,D,-0.7142857142857143,0.5714285714285714,0.8214285714285714,1.8571428571428572,L,D,L,D,L,W
1797,H,0.7142857142857143,-0.03571428571428571,1.9642857142857142,1.25,D,L,W,W,W,W
1798,H,-0.32142857142857145,-0.5714285714285714,1.2142857142857142,0.7857142857142857,D,D,W,L,L,L
1799,H,-0.25,0.25,1.0,1.6428571428571428,D,W,L,W,W,W
1800,H,0.06896551724137931,0.10344827586206896,1.3103448275862069,1.4482758620689655,W,W,L,D,D,L
1801,D,0.20689655172413793,0.9655172413793104,1.5862068965517242,2.0344827586206895,L,L,W,D,W,W
1802,H,0.5517241379310345,-0.20689655172413793,1.8275862068965518,1.0689655172413792,D,W,D,D,D,L
1803,H,-0.5862068965517241,-0.6896551724137931,0.7586206896551724,0.8275862068965517,L,D,D,L,L,L
1804,D,0.0,-0.27586206896551724,1.3103448275862069,1.2758620689655173,W,W,W,D,L,W
1805,NH,0.1724137931034483,-0.3448275862068966,1.3448275862068966,0.896551724137931,L,L,D,L,L,D
1806,D,-0.06896551724137931,-0.06896551724137931,1.206896551724138,1.0689655172413792,L,W,L,D,W,W
1807,D,0.7241379310344828,0.06896551724137931,2.0,1.4137931034482758,W,L,D,L,W,D
1808,H,0.034482758620689655,0.20689655172413793,1.5172413793103448,1.5517241379310345,D,D,W,W,L,L
1809,H,-0.6896551724137931,-0.1724137931034483,0.7586206896551724,1.206896551724138,D,D,D,W,W,W
1810,H,-0.4666666666666667,0.1,0.8333333333333334,1.3,W,L,L,L,D,D
1811,H,0.0,0.06666666666666667,1.3,1.5666666666666667,D,W,W,D,W,W
1812,NH,-0.2,0.6,1.1666666666666667,1.8666666666666667,L,W,D,D,W,D
1813,H,-0.06666666666666667,0.16666666666666666,1.0666666666666667,1.3666666666666667,D,W,W,W,D,L
1814,D,0.0,0.2,1.4,1.5666666666666667,L,D,W,L,D,W
1815,H,0.9333333333333333,-0.7666666666666667,2.0,0.8,D,L,L,D,D,L
1816,H,-0.26666666666666666,-0.6333333333333333,0.9666666666666667,0.8333333333333334,W,W,L,D,L,D
1817,H,-0.26666666666666666,0.7,1.2666666666666666,1.9666666666666666,D,D,W,W,D,D
1818,D,-0.26666666666666666,-0.06666666666666667,1.0333333333333334,1.2,L,D,W,L,D,L
1819,H,0.06666666666666667,0.16666666666666666,1.4,1.5,D,L,L,D,L,W
1820,H,0.1935483870967742,-0.25806451612903225,1.5483870967741935,1.1290322580645162,D,L,D,L,L,D
1821,H,0.6451612903225806,1.0,1.903225806451613,2.032258064516129,W,W,W,D,D,L
1822,D,-0.06451612903225806,-0.22580645161290322,1.1935483870967742,1.3225806451612903,D,W,D,D,L,W
1823,H,0.12903225806451613,-0.25806451612903225,1.3225806451612903,1.032258064516129,L,D,W,L,W,W
1824,H,0.0967741935483871,-0.3870967741935484,1.4516129032258065,0.9032258064516129,L,W,L,W,D,L
1825,D,-0.8387096774193549,0.03225806451612903,0.7741935483870968,1.3548387096774193,L,W,L,D,D,W
1826,D,0.6451612903225806,-0.1935483870967742,1.903225806451613,1.032258064516129,L,W,D,W,W,L
1827,H,0.12903225806451613,-0.03225806451612903,1.4516129032258065,1.1290322580645162,W,W,D,D,L,W
1828,D,0.03225806451612903,0.03225806451612903,1.5161290322580645,1.2580645161290323,L,L,W,L,D,L
1829,D,-0.6774193548387096,0.0,0.8064516129032258,1.3870967741935485,L,D,W,L,D,W
1830,H,-0.40625,-0.65625,0.875,0.8125,L,D,W,L,W,W
1831,NH,0.03125,0.65625,1.34375,1.9375,D,W,W,W,D,W
1832,NH,0.03125,0.625,1.25,1.875,D,D,L,L,L,D
1833,H,-0.0625,0.25,1.09375,1.59375,L,W,W,D,D,D
1834,NH,-0.0625,0.03125,1.1875,1.5,D,D,D,L,D,W
1835,D,0.0,-0.8125,1.375,0.78125,D,D,D,L,L,L
1836,H,0.9375,-0.3125,1.96875,1.09375,L,L,W,L,D,L
1837,D,-0.1875,0.15625,1.03125,1.5,D,W,W,W,W,D
1838,D,-0.21875,0.21875,1.3125,1.375,D,W,W,L,D,W
1839,H,-0.34375,0.125,1.0,1.5,L,W,D,L,L,L
1840,D,0.21212121212121213,1.0,1.3636363636363635,2.0,D,W,W,L,L,W
1841,NH,0.15151515151515152,-0.21212121212121213,1.4848484848484849,1.303030303030303,D,D,W,D,W,W
1842,NH,-0.3939393939393939,-0.18181818181818182,1.0606060606060606,1.0303030303030303,L,D,L,D,L,W
1843,H,0.030303030303030304,0.0,1.4545454545454546,1.2121212121212122,L,L,W,D,L,L
1844,NH,-0.7878787878787878,-0.24242424242424243,0.7878787878787878,1.0606060606060606,D,W,D,L,L,D
1845,D,0.6363636363636364,0.0,1.9090909090909092,1.1515151515151516,W,W,D,L,L,W
1846,H,0.18181818181818182,-0.09090909090909091,1.5454545454545454,1.1515151515151516,L,L,W,D,D,D
1847,H,0.6666666666666666,-0.3333333333333333,1.9696969696969697,0.9393939393939394,W,W,W,L,W,W
1848,H,0.06060606060606061,0.0,1.5454545454545454,1.3636363636363635,W,D,D,D,L,D
1849,H,-0.696969696969697,0.0,0.7878787878787878,1.303030303030303,L,L,D,D,L,W
1850,H,0.9705882352941176,0.058823529411764705,1.9705882352941178,1.5,D,W,W,L,L,W
1851,H,-0.14705882352941177,-0.8235294117647058,1.1176470588235294,0.7647058823529411,L,L,L,D,D,D
1852,H,-0.35294117647058826,0.20588235294117646,0.9117647058823529,1.3529411764705883,L,D,W,D,L,W
1853,NH,-0.029411764705882353,0.11764705882352941,1.2647058823529411,1.4411764705882353,L,L,L,D,D,W
1854,D,-0.029411764705882353,0.23529411764705882,1.1764705882352942,1.588235294117647,L,W,L,L,D,W
1855,D,0.0,-0.6470588235294118,1.1470588235294117,0.8529411764705882,D,W,W,L,L,D
1856,NH,-0.14705882352941177,0.6764705882352942,1.088235294117647,2.0,W,W,D,W,D,W
1857,NH,-0.17647058823529413,-0.029411764705882353,1.3529411764705883,1.3235294117647058,W,L,D,D,D,D
1858,H,0.08823529411764706,0.6176470588235294,1.588235294117647,1.8823529411764706,W,D,W,W,D,D
1859,D,-0.17647058823529413,-0.4117647058823529,1.1176470588235294,1.0294117647058822,W,L,W,L,L,L
1860,H,1.0,-0.3142857142857143,2.0,0.9714285714285714,W,W,D,L,W,W
1861,H,0.22857142857142856,0.5714285714285714,1.5714285714285714,1.8285714285714285,D,L,W,D,L,W
1862,H,-0.4,-0.2,1.0285714285714285,1.3142857142857143,D,L,L,W,L,D
1863,NH,0.17142857142857143,-0.08571428571428572,1.3142857142857143,1.1714285714285715,L,W,D,L,D,L
1864,NH,0.0,-0.17142857142857143,1.3714285714285714,1.0571428571428572,W,L,L,W,D,D
1865,H,0.0,-0.05714285714285714,1.457142857142857,1.2285714285714286,L,L,W,L,L,L
1866,H,-0.8571428571428571,0.0,0.7428571428571429,1.1428571428571428,L,D,L,D,D,W
1867,D,0.14285714285714285,-0.02857142857142857,1.4857142857142858,1.1714285714285715,W,D,L,L,D,L
